63145	1341	
189452	1342	
42151	1343	
11254	1344	
99129	1345	
189591	1346	
22948	1347	
232972	1348	
83994	1349	
62197	1350	
133183	1351	
14338	1352	
5316	1353	
58390	1354	
136661	1355	
89737	1356	
102547	1357	
165199	1358	
205248	1359	
67063	1360	
214355	1361	
16366	1362	
71491	1363	
96416	1364	
194030	1365	
75940	1366	
220537	1367	
83666	1368	
31083	1369	
47199	1370	
102906	1371	
8572	1372	
40001	1373	
76125	1374	
60520	1375	
47059	1376	
92111	1377	
76619	1378	
92666	1379	
198552	1380	
70953	1381	
61073	1382	
47589	1383	
222272	1384	
76730	1385	
206319	1386	
68824	1387	
215496	1388	
208224	1389	
132349	1390	
226645	1391	
14383	1392	
91970	1393	
96381	1394	
109645	1395	
94311	1396	
152641	1397	
31684	1398	
114842	1399	
91651	1400	
35994	1401	
151813	1402	
89776	1403	
195911	1404	
10120	1405	
44689	1406	
56419	1407	
188487	1408	
137093	1409	
72252	1410	
134538	1411	
47451	1412	
117815	1413	
48066	1414	
218937	1415	
16594	1416	
229851	1417	
222178	1418	
66759	1419	
186371	1420	
47463	1421	
78032	1422	
71687	1423	
63447	1424	
41871	1425	
77100	1426	
159928	1427	
87150	1428	
1056	1429	
170123	1430	
137772	1431	
115703	1432	
31439	1433	
34661	1434	
178593	1435	
113384	1436	
183730	1437	
44362	1438	
199199	1439	
45264	1440	
26242	1441	
40498	1442	
62419	1443	
85411	1444	
84317	1445	
65361	1446	
119408	1447	
208720	1448	
202263	1449	
66360	1450	
145024	1451	
114949	1452	
204468	1453	
50747	1454	
188928	1455	
16597	1456	
78997	1457	
208216	1458	
29	1459	
11689	1460	
108109	1461	
102146	1462	
49660	1463	
55300	1464	
138155	1465	
130270	1466	
139195	1467	
56039	1468	
146217	1469	
67997	1470	
5356	1471	
214781	1472	
59775	1473	
128393	1474	
54964	1475	
111365	1476	
75026	1477	
26922	1478	
33337	1479	
63179	1480	
235877	1481	
207546	1482	
106090	1483	
65390	1484	
221936	1485	
108957	1486	
92017	1487	
234770	1488	
82637	1489	
125253	1490	
166367	1491	
156151	1492	
186399	1493	
101862	1494	
104301	1495	
52520	1496	
172491	1497	
190345	1498	
60816	1499	
218948	1500	
92917	1501	
185772	1502	
50729	1503	
64246	1504	
95543	1505	
145861	1506	
82200	1507	
10971	1508	
144797	1509	
213732	1510	
63782	1511	
22421	1512	
25042	1513	
120491	1514	
62678	1515	
147304	1516	
226312	1517	
167316	1518	
100954	1519	
130429	1520	
168588	1521	
169613	1522	
27229	1523	
228776	1524	
179361	1525	
219427	1526	
40081	1527	
115111	1528	
111992	1529	
199545	1530	
88689	1531	
185190	1532	
30283	1533	
59048	1534	
207238	1535	
134684	1536	
12504	1537	
29635	1538	
216854	1539	
171246	1540	
55027	1541	
5565	1542	
177319	1543	
140589	1544	
28164	1545	
32153	1546	
193504	1547	
60848	1548	
231510	1549	
30129	1550	
139323	1551	
185393	1552	
51911	1553	
54953	1554	
163211	1555	
3615	1556	
197181	1557	
90037	1558	
130194	1559	
58986	1560	
215194	1561	
103236	1562	
121620	1563	
131307	1564	
198073	1565	
169365	1566	
206508	1567	
139801	1568	
146669	1569	
194556	1570	
57645	1571	
140114	1572	
63740	1573	
55761	1574	
45661	1575	
131094	1576	
43199	1577	
170325	1578	
76223	1579	
78575	1580	
127008	1581	
137510	1582	
142525	1583	
213197	1584	
76375	1585	
9315	1586	
115880	1587	
74229	1588	
174978	1589	
14885	1590	
93563	1591	
107162	1592	
229667	1593	
35927	1594	
62381	1595	
138240	1596	
2040	1597	
186411	1598	
106077	1599	
210981	1600	
28337	1601	
46042	1602	
27591	1603	
6380	1604	
163809	1605	
91786	1606	
34003	1607	
186637	1608	
124534	1609	
29790	1610	
44573	1611	
228046	1612	
118091	1613	
38601	1614	
63629	1615	
128358	1616	
50569	1617	
125661	1618	
3844	1619	
4904	1620	
193828	1621	
129499	1622	
188666	1623	
45610	1624	
142328	1625	
60545	1626	
62066	1627	
74379	1628	
5666	1629	
136066	1630	
6072	1631	
225446	1632	
123347	1633	
158394	1634	
104085	1635	
54366	1636	
132175	1637	
107198	1638	
159490	1639	
114756	1640	
126052	1641	
34306	1642	
27539	1643	
86821	1644	
8687	1645	
35211	1646	
104336	1647	
116323	1648	
54853	1649	
169993	1650	
186943	1651	
88210	1652	
10708	1653	
44746	1654	
36148	1655	
115382	1656	
132550	1657	
83323	1658	
227677	1659	
45219	1660	
92643	1661	
210095	1662	
3238	1663	
106798	1664	
49004	1665	
231329	1666	
197096	1667	
213559	1668	
65804	1669	
66653	1670	
226439	1671	
105578	1672	
54018	1673	
82085	1674	
127303	1675	
12953	1676	
138488	1677	
197080	1678	
194032	1679	
198250	1680	
61916	1681	
203312	1682	
233276	1683	
219239	1684	
204476	1685	
165111	1686	
120281	1687	
32540	1688	
71133	1689	
213650	1690	
83860	1691	
155637	1692	
153026	1693	
48161	1694	
132733	1695	
39685	1696	
192975	1697	
222229	1698	
18297	1699	
32593	1700	
85981	1701	
224133	1702	
127905	1703	
144396	1704	
209025	1705	
42954	1706	
63376	1707	
143295	1708	
126601	1709	
164703	1710	
152739	1711	
206657	1712	
169115	1713	
177074	1714	
167369	1715	
70425	1716	
124874	1717	
142658	1718	
199333	1719	
179004	1720	
226698	1721	
3009	1722	
198751	1723	
41104	1724	
44745	1725	
204350	1726	
17215	1727	
146728	1728	
69265	1729	
23028	1730	
216035	1731	
129030	1732	
135792	1733	
159398	1734	
178694	1735	
214034	1736	
30251	1737	
181903	1738	
77188	1739	
182210	1740	
48544	1741	
50938	1742	
174077	1743	
232918	1744	
84875	1745	
82814	1746	
156439	1747	
184114	1748	
50906	1749	
165689	1750	
170894	1751	
70353	1752	
52023	1753	
201619	1754	
24644	1755	
48642	1756	
172998	1757	
48688	1758	
99376	1759	
36767	1760	
56088	1761	
170186	1762	
94516	1763	
225113	1764	
157345	1765	
127846	1766	
100239	1767	
56849	1768	
132861	1769	
1786	1770	
194099	1771	
197904	1772	
13898	1773	
93877	1774	
232930	1775	
29637	1776	
122322	1777	
45107	1778	
62885	1779	
32050	1780	
116349	1781	
90746	1782	
165826	1783	
5842	1784	
234185	1785	
35523	1786	
71627	1787	
81644	1788	
17417	1789	
62899	1790	
208620	1791	
187764	1792	
142568	1793	
71511	1794	
126268	1795	
19215	1796	
93854	1797	
196817	1798	
209801	1799	
88611	1800	
66565	1801	
196672	1802	
126072	1803	
217006	1804	
149038	1805	
173765	1806	
17301	1807	
184599	1808	
151558	1809	
105721	1810	
110449	1811	
28168	1812	
77705	1813	
28818	1814	
161009	1815	
27690	1816	
154011	1817	
193466	1818	
27660	1819	
95638	1820	
184695	1821	
27699	1822	
75219	1823	
15974	1824	
14411	1825	
63893	1826	
147012	1827	
1737	1828	
201331	1829	
133505	1830	
25611	1831	
94832	1832	
42735	1833	
157094	1834	
96012	1835	
75532	1836	
46725	1837	
53445	1838	
10785	1839	
81888	1840	
70749	1841	
188780	1842	
7295	1843	
5470	1844	
57318	1845	
9885	1846	
129436	1847	
96811	1848	
38738	1849	
29036	1850	
49691	1851	
56693	1852	
48726	1853	
188993	1854	
232081	1855	
113353	1856	
142713	1857	
105338	1858	
204970	1859	
192439	1860	
122638	1861	
96126	1862	
98391	1863	
46080	1864	
132348	1865	
55987	1866	
51821	1867	
186979	1868	
100855	1869	
5980	1870	
224027	1871	
157652	1872	
127897	1873	
14066	1874	
59061	1875	
101024	1876	
218776	1877	
199266	1878	
214735	1879	
207172	1880	
177618	1881	
104184	1882	
132153	1883	
24442	1884	
217122	1885	
43072	1886	
38355	1887	
92241	1888	
73095	1889	
60265	1890	
225285	1891	
221876	1892	
112429	1893	
86700	1894	
5077	1895	
163813	1896	
193218	1897	
234122	1898	
38060	1899	
57924	1900	
90781	1901	
15878	1902	
225792	1903	
217569	1904	
211322	1905	
6482	1906	
66934	1907	
225247	1908	
40108	1909	
228468	1910	
156545	1911	
150398	1912	
185761	1913	
201436	1914	
210246	1915	
96360	1916	
142259	1917	
105240	1918	
101858	1919	
34114	1920	
31379	1921	
116692	1922	
103982	1923	
2968	1924	
226721	1925	
33977	1926	
196872	1927	
9112	1928	
167940	1929	
116840	1930	
97925	1931	
215970	1932	
54845	1933	
194908	1934	
115898	1935	
139817	1936	
203962	1937	
207929	1938	
153804	1939	
17462	1940	
59620	1941	
161259	1942	
223525	1943	
227718	1944	
217908	1945	
172371	1946	
229330	1947	
27300	1948	
143452	1949	
143232	1950	
56107	1951	
29846	1952	
145443	1953	
186453	1954	
156929	1955	
124414	1956	
56282	1957	
93932	1958	
120985	1959	
118692	1960	
55462	1961	
38427	1962	
129346	1963	
58080	1964	
133383	1965	
85032	1966	
53010	1967	
90983	1968	
5258	1969	
63483	1970	
48436	1971	
194805	1972	
48335	1973	
154448	1974	
72458	1975	
17177	1976	
217624	1977	
183805	1978	
43905	1979	
182769	1980	
79373	1981	
212691	1982	
61628	1983	
147790	1984	
60375	1985	
223409	1986	
58107	1987	
83885	1988	
142385	1989	
235441	1990	
82760	1991	
11779	1992	
