226318	1140	
126367	1141	
102659	1142	
172604	1143	
152615	1144	
45597	1145	
94187	1146	
9687	1147	
38513	1148	
35920	1149	7
113989	1150	
36929	1151	
130668	1152	
199143	1153	3
199997	1154	
37581	1155	
181861	1156	
102293	1157	
174602	1158	
101565	1159	
197842	1160	
111643	1161	
140335	1162	
46599	1163	
38467	1164	
83718	1165	
26674	1166	
217213	1167	
51202	1168	2
81884	1169	
21613	1170	
123955	1171	
90005	1172	
58521	1173	
166897	1174	
208840	1175	
158037	1176	
40109	1177	
71474	1178	
204793	1179	
171119	1180	
182855	1181	
90506	1182	
185168	1183	
55644	1184	
71784	1185	
232009	1186	
205548	1187	
177581	1188	
159828	1189	
191714	1190	
134833	1191	
135357	1192	
13688	1193	
112056	1194	
77010	1195	
211350	1196	
98758	1197	
130544	1198	
149982	1199	
104096	1200	
216123	1201	6
192032	1202	
44082	1203	
7348	1204	
172289	1205	
231158	1206	
205180	1207	
90080	1208	
215845	1209	
26944	1210	
152565	1211	
187796	1212	
15332	1213	
23347	1214	
169431	1215	
206243	1216	
179944	1217	
233312	1218	
81758	1219	
196723	1220	
149897	1221	
117775	1222	
212215	1223	
34880	1224	
162112	1225	
65974	1226	
158983	1227	
203596	1228	
64257	1229	
204854	1230	
170035	1231	
138262	1232	
94231	1233	
119268	1234	
183358	1235	
102614	1236	
35377	1237	
162203	1238	
52141	1239	
163262	1240	
171038	1241	
125588	1242	
28682	1243	
205353	1244	
90628	1245	
141851	1246	
20267	1247	
32930	1248	
5074	1249	
222314	1250	
152126	1251	
46253	1252	
6585	1253	
83938	1254	
165	1255	
41045	1256	
67586	1257	
227772	1258	
211326	1259	
160515	1260	
43315	1261	
108680	1262	
228039	1263	
179002	1264	
53484	1265	
72669	1266	
150907	1267	
47263	1268	
24331	1269	
21970	1270	
146562	1271	
165702	1272	
15194	1273	
117267	1274	
112395	1275	
229281	1276	
142897	1277	
24740	1278	
21685	1279	
48164	1280	
5841	1281	
226857	1282	
3345	1283	
215823	1284	
41350	1285	
40375	1286	
118638	1287	
217659	1288	
159698	1289	
172545	1290	
141261	1291	
15014	1292	
87726	1293	
192589	1294	
85383	1295	
86186	1296	
92979	1297	
197062	1298	
222094	1299	
179768	1300	
212513	1301	
74815	1302	
129975	1303	
90177	1304	
32196	1305	
102238	1306	
111714	1307	
28627	1308	
22065	1309	
230489	1310	
13395	1311	
42021	1312	
30140	1313	
191737	1314	
218675	1315	
207112	1316	
194122	1317	
25722	1318	
71041	1319	
126920	1320	
184702	1321	
105981	1322	
210300	1323	
124797	1324	
58827	1325	
199413	1326	
185931	1327	
153923	1328	
1355	1329	
131031	1330	
79998	1331	
204271	1332	
225089	1333	
196118	1334	
60392	1335	
108646	1336	
132948	1337	
27546	1338	
223415	1339	
148479	1340	
